name,date,comment,18 and Under,19 - 24,25 - 29,30 - 34,35 - 39,45 and Above,Combination,Cool,Dark,Dry,Dry Skin,Light,Medium,Medium Dark,Medium Light,Neutral,Normal,Oily,Oily Skin,Warm,tokenized_comments,sentiment_score,sentiment_category_en,sentiment_category,document_vector
destidelfia2,2024-05-05,pake ini udah abis bertube tube karna enak bangeetttt biasanya aku pake pagi sama malem karna ringan dan ga sumuk bisa jadi karna teksturenya juga ringan banget gel gituuuu tapi lembabnya tetep dapet dan lumayan tahan lama skr udah ada ukuran yang besarnya jadi lebih awet dan ga sayang sayang pas pakenya,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,"['pake', 'udah', 'abis', 'bertube', 'tube', 'karna', 'enak', 'bangeetttt', 'biasanya', 'aku', 'pake', 'pagi', 'sama', 'malem', 'karna', 'ringan', 'ga', 'sumuk', 'jadi', 'karna', 'teksturenya', 'ringan', 'banget', 'gel', 'gituuuu', 'lembabnya', 'tetep', 'dapet', 'lumayan', 'tahan', 'lama', 'skr', 'udah', 'ukuran', 'besarnya', 'jadi', 'lebih', 'awet', 'ga', 'sayang', 'sayang', 'pas', 'pakenya']",0.0,Neutral,netral,"[-0.28037825  0.4443216  -0.09562635 -0.04892281  0.15040864 -0.6325626
  0.34864056  1.0733474  -0.44377407 -0.30986193 -0.15156244 -0.71743613
 -0.07713228  0.12849683  0.06769676 -0.29597008  0.2768025  -0.36844218
 -0.04385554 -0.9514366   0.19766368  0.24952638  0.17872371 -0.18546526
 -0.07340118  0.03924242 -0.3589971  -0.29498833 -0.44145784  0.12712534
  0.46574017 -0.09733763  0.2467766  -0.46454668 -0.25198832  0.7202789
  0.04555656 -0.3135607  -0.12730509 -0.74582106  0.01720703 -0.40452465
 -0.20339054  0.11222249  0.40854642 -0.05302802 -0.37806585 -0.08157409
  0.27099103  0.16384262  0.16921407 -0.4745204   0.21602526  0.08798902
 -0.34470445  0.23730618  0.14566836  0.09556598 -0.4719942   0.25789836
  0.01871199  0.04629464  0.07152769 -0.09378213 -0.4122706   0.6005163
  0.27389526  0.2742106  -0.5961962   0.51539034 -0.41913825  0.16771106
  0.5571125  -0.08671118  0.55158055  0.24295212 -0.07069179 -0.07409814
 -0.33698925  0.13443373 -0.42890757  0.00561915 -0.38365954  0.61750054
 -0.16727692 -0.08985913  0.17675714  0.5363748   0.45869836  0.03313097
  0.6435778   0.49480456  0.06932886  0.03752425  0.78345305  0.3724821
  0.24373585 -0.4182017   0.10999971 -0.00207878]"
kurniadewish,2024-05-05,bagus banget bikin bruntusanku ilang cocok disemua jenis kulit termasuk kulit kombinasisuka banget sama teksturnya cepet banget meresap kekulit recommended banget buat yang pengen memperbaiki skin barierr worth to buy gais kalian wajib checkout,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,"['bagus', 'banget', 'bikin', 'bruntusanku', 'ilang', 'cocok', 'disemua', 'jenis', 'kulit', 'termasuk', 'kulit', 'kombinasisuka', 'banget', 'sama', 'teksturnya', 'cepet', 'banget', 'meresap', 'kekulit', 'recommended', 'banget', 'buat', 'pengen', 'memperbaiki', 'skin', 'barierr', 'worth', 'to', 'buy', 'gais', 'kalian', 'wajib', 'checkout']",0.4019,Positive,positif,"[-0.2650392   0.46058252 -0.10221287 -0.04275215  0.15072122 -0.6243672
  0.34952757  1.0406048  -0.42229095 -0.29585594 -0.14650802 -0.71870893
 -0.07294922  0.12176002  0.07770401 -0.28869742  0.27887544 -0.34486228
 -0.06354658 -0.9202923   0.18684602  0.24364209  0.18597879 -0.18216051
 -0.05672448  0.06866783 -0.3547673  -0.30461466 -0.4177225   0.12576327
  0.47360837 -0.11824471  0.2511617  -0.47220162 -0.2391324   0.7231723
  0.05403279 -0.2968358  -0.12259428 -0.74435836  0.03500458 -0.4267558
 -0.21022518  0.09764076  0.39420888 -0.03738736 -0.3778907  -0.06483486
  0.2543018   0.15400992  0.1607711  -0.48259246  0.22264253  0.07448532
 -0.3453108   0.24823678  0.15702365  0.0967008  -0.4861319   0.24799018
 -0.00365426  0.01794808  0.0995876  -0.08734681 -0.39998406  0.59928143
  0.28016913  0.3028062  -0.59403104  0.52764153 -0.42352298  0.16427971
  0.5506871  -0.07068453  0.5489902   0.22680439 -0.08488076 -0.07082915
 -0.3189487   0.12898836 -0.46110943  0.0040486  -0.3742032   0.60126245
 -0.18868995 -0.1034549   0.19066441  0.5007231   0.4432326   0.03024197
  0.62447643  0.5005556   0.07651277  0.02312835  0.7793428   0.35783207
  0.24909548 -0.3892797   0.08594653 -0.01339004]"
luvisnz,2024-05-05,skintific ini moisturizer favorit aku udah repurchase yang ke  kali teksturnya ringan mudah menyerap ke kulit aku punya tipe kulit kering jadi cocok banget pake ini karena beneran bisa menghidrasi kulit tapi sayangnya untuk harga emang agak pricy but its recommended,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,"['skintific', 'moisturizer', 'favorit', 'aku', 'udah', 'repurchase', 'kali', 'teksturnya', 'ringan', 'mudah', 'menyerap', 'kulit', 'aku', 'punya', 'tipe', 'kulit', 'kering', 'jadi', 'cocok', 'banget', 'pake', 'beneran', 'menghidrasi', 'kulit', 'sayangnya', 'harga', 'emang', 'pricy', 'but', 'its', 'recommended']",0.296,Positive,positif,"[-0.33625615  0.5584682  -0.1207136  -0.05419128  0.18318862 -0.78018343
  0.43444806  1.3074149  -0.5363496  -0.37528715 -0.18411207 -0.8867109
 -0.09082667  0.15354289  0.08841252 -0.36069453  0.34773332 -0.44074127
 -0.07287501 -1.1616138   0.24488011  0.2983417   0.22385055 -0.22794905
 -0.08447777  0.06393147 -0.44200063 -0.36738688 -0.52871245  0.15929537
  0.57622266 -0.13263223  0.31356916 -0.5853097  -0.3044096   0.8900169
  0.06332293 -0.3711106  -0.1529061  -0.9190029   0.03736441 -0.5155498
 -0.25532728  0.1318663   0.49589384 -0.05315874 -0.469429   -0.09132248
  0.31690544  0.19310746  0.20687445 -0.59336555  0.2707174   0.10083169
 -0.42392117  0.30537045  0.18744026  0.12703352 -0.59378666  0.31954193
  0.00468131  0.04489003  0.09762135 -0.11123008 -0.49548334  0.74357265
  0.33948842  0.36473778 -0.72736734  0.6406536  -0.52305335  0.20508665
  0.68802583 -0.09820431  0.6828571   0.2877253  -0.09761795 -0.08927075
 -0.4001144   0.16473457 -0.54932857  0.00684993 -0.4651496   0.7560586
 -0.22048844 -0.11450411  0.22536021  0.63920045  0.55676866  0.03562549
  0.7861565   0.61457187  0.0863069   0.03524387  0.9639711   0.4484528
  0.30192986 -0.49523202  0.11988226 -0.01050494]"
syifa_aa,2024-05-05,moisterizer yang paling cocok dan bantu hidrasi kulit aku yang berjerawat sesuai dengan calimnya yang bilang membantu memperbaiki skin barrier ga ngerti lagi udah berpaa kali purchase soalnya emang bener bener produk moist tercocok yang pernah aku pake,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,"['moisterizer', 'paling', 'cocok', 'bantu', 'hidrasi', 'kulit', 'aku', 'berjerawat', 'sesuai', 'calimnya', 'bilang', 'membantu', 'memperbaiki', 'skin', 'barrier', 'ga', 'ngerti', 'udah', 'berpaa', 'kali', 'purchase', 'soalnya', 'emang', 'bener', 'bener', 'produk', 'moist', 'tercocok', 'pernah', 'aku', 'pake']",-0.128,Negative,negatif,"[-0.28386673  0.46717277 -0.07437184 -0.03825388  0.15366404 -0.6617101
  0.37017104  1.0865452  -0.45305562 -0.32300594 -0.15214546 -0.7305149
 -0.0770342   0.13081458  0.07365804 -0.28770804  0.2750663  -0.35381725
 -0.03909083 -0.97855633  0.19755019  0.25635186  0.19789818 -0.19189249
 -0.0696751   0.06365941 -0.37046546 -0.2911332  -0.44055545  0.12847914
  0.49117365 -0.10445969  0.25791287 -0.45433363 -0.23903368  0.7383458
  0.05820986 -0.33051404 -0.14260913 -0.7601634   0.03139578 -0.40963155
 -0.22890769  0.1019523   0.41300306 -0.04679137 -0.37572688 -0.08977904
  0.280531    0.16857307  0.16150303 -0.47848505  0.21435128  0.0914391
 -0.33467132  0.2495939   0.15856184  0.08557758 -0.47513855  0.25693345
 -0.02658166  0.02819024  0.09728438 -0.08504793 -0.4324293   0.6311779
  0.26369777  0.273038   -0.63456845  0.5486939  -0.43965143  0.17587084
  0.56920034 -0.0723972   0.56055677  0.23465784 -0.07774017 -0.09465592
 -0.3524626   0.13079865 -0.4665675   0.01424591 -0.37278122  0.6449737
 -0.19691673 -0.07850597  0.19638161  0.53485954  0.46847007  0.01685685
  0.6393207   0.4875917   0.05756593  0.03186324  0.8046023   0.36651868
  0.2460623  -0.4156521   0.10169364  0.01186915]"
azzahrafadilahg,2024-05-05,ini moisturizer terbagus sepanjang masa karena dia memang bener bener bikin kulit jadi lembab seharian dia juga repair skin barrier dan cocok buat semua jenis kulit harganya juga terjangkau untuk mahasiswa moisturizer the best best value aku,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['moisturizer', 'terbagus', 'sepanjang', 'masa', 'memang', 'bener', 'bener', 'bikin', 'kulit', 'jadi', 'lembab', 'seharian', 'repair', 'skin', 'barrier', 'cocok', 'buat', 'semua', 'jenis', 'kulit', 'harganya', 'terjangkau', 'mahasiswa', 'moisturizer', 'the', 'best', 'best', 'value', 'aku']",0.8834,Positive,positif,"[-0.30275708  0.5182587  -0.093723   -0.0431473   0.16593091 -0.7160447
  0.40369153  1.1659019  -0.484226   -0.34276527 -0.16604072 -0.79972875
 -0.08654436  0.13831195  0.08269893 -0.31298     0.30381563 -0.38253185
 -0.05875848 -1.0422269   0.21031874  0.28141382  0.21199545 -0.2074798
 -0.07363003  0.0806476  -0.40367687 -0.3301617  -0.46943626  0.14184043
  0.5352547  -0.1313639   0.2827763  -0.51506895 -0.25909188  0.8117894
  0.06204022 -0.34431726 -0.14633569 -0.82744163  0.04457634 -0.464664
 -0.24985352  0.10951414  0.44773102 -0.03887227 -0.4197766  -0.08780789
  0.29798824  0.1738977   0.18012331 -0.5279861   0.24741802  0.08975012
 -0.3761034   0.28249794  0.17851016  0.10224104 -0.53037816  0.28227615
 -0.02785257  0.02278609  0.10661235 -0.09763987 -0.45630527  0.6821454
  0.30127212  0.31700715 -0.6758542   0.5883097  -0.4781471   0.18522415
  0.62054324 -0.0744089   0.6119312   0.2543556  -0.09096748 -0.09437554
 -0.36933684  0.14309916 -0.5238919   0.01723495 -0.40346283  0.68405443
 -0.21388677 -0.10249069  0.21703371  0.5667453   0.50094473  0.02347543
  0.69553775  0.54902756  0.06893672  0.0232421   0.8704736   0.3960259
  0.27176726 -0.438866    0.10391898  0.00373774]"
sarahahahaha,2024-05-05,skintific x ceramide barrier repair moisture gell ini cocok banget sama kuliat aku yang sensitif bisa ngeredamin jerawat aku yang ga pernah berenti muncul dan bisa memperbaikin skinbarrier aku walaupun waktunya lumayan agak lama tpi bagus,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,"['skintific', 'x', 'ceramide', 'barrier', 'repair', 'moisture', 'gell', 'cocok', 'banget', 'sama', 'kuliat', 'aku', 'sensitif', 'ngeredamin', 'jerawat', 'aku', 'ga', 'pernah', 'berenti', 'muncul', 'memperbaikin', 'skinbarrier', 'aku', 'walaupun', 'waktunya', 'lumayan', 'lama', 'tpi', 'bagus']",-0.128,Negative,negatif,"[-0.2826622   0.4572887  -0.07761534 -0.03384472  0.15215735 -0.64916223
  0.3572711   1.0704274  -0.4466881  -0.31739077 -0.15329021 -0.71984255
 -0.07660549  0.12580274  0.07131054 -0.2868821   0.26926923 -0.35017386
 -0.0376322  -0.95530576  0.1906316   0.24499868  0.19077475 -0.1888477
 -0.06874338  0.06341244 -0.36617026 -0.28486472 -0.43400142  0.13275756
  0.47549078 -0.10003622  0.25470328 -0.44687042 -0.24268645  0.7231332
  0.05567996 -0.32377893 -0.13887948 -0.74830943  0.03754171 -0.3989922
 -0.2143093   0.09876569  0.40242413 -0.0481944  -0.37545598 -0.09510707
  0.27322635  0.15931538  0.153035   -0.4727099   0.21623416  0.09156633
 -0.33256125  0.23597573  0.15410954  0.08749755 -0.47036743  0.2608693
 -0.02294262  0.02610918  0.09840105 -0.07557823 -0.4188287   0.6197944
  0.2650534   0.2654242  -0.6208239   0.5360554  -0.42766562  0.17346513
  0.55365455 -0.07651362  0.5553876   0.22715886 -0.07043125 -0.08904332
 -0.3405952   0.12370454 -0.45576036  0.01610029 -0.36154565  0.6254903
 -0.19201529 -0.07617682  0.19443168  0.52869266  0.45478946  0.01845394
  0.633536    0.48163044  0.05520491  0.02255569  0.7921094   0.35787475
  0.24078248 -0.4168017   0.10495536  0.0153419 ]"
Zamizami,2024-05-05,produknya oke melembabkan dan sangat recommend untuk yang fokusnya buat benerin skin barier moist ini punya wangi yang bener bener slight banget ga nyengat dan untuk yang punya kulit sensitif kaya aku juga produk ini bener bener oke banget,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,"['produknya', 'oke', 'melembabkan', 'sangat', 'recommend', 'fokusnya', 'buat', 'benerin', 'skin', 'barier', 'moist', 'punya', 'wangi', 'bener', 'bener', 'slight', 'banget', 'ga', 'nyengat', 'punya', 'kulit', 'sensitif', 'kaya', 'aku', 'produk', 'bener', 'bener', 'oke', 'banget']",0.3612,Positive,positif,"[-0.30081716  0.5178437  -0.09694741 -0.04620806  0.1672387  -0.7208938
  0.40532026  1.192775   -0.49144435 -0.34715497 -0.1632539  -0.8036451
 -0.08577169  0.14294769  0.08303764 -0.32183158  0.30533177 -0.39161325
 -0.05401814 -1.0653287   0.21747841  0.28924298  0.21778588 -0.21125688
 -0.07255863  0.07329042 -0.40512073 -0.33151758 -0.4806628   0.14517146
  0.54353243 -0.12903655  0.28541514 -0.5275054  -0.2624756   0.8245099
  0.06067064 -0.35768762 -0.15577884 -0.846203    0.02808019 -0.46657342
 -0.25517246  0.11407854  0.46027842 -0.04325343 -0.42566022 -0.09158699
  0.3074523   0.18138137  0.18636213 -0.532476    0.2374412   0.08917756
 -0.3785773   0.2795012   0.17533885  0.09834543 -0.53718233  0.27626643
 -0.02412206  0.02808494  0.10386224 -0.10060074 -0.47384465  0.6970454
  0.30139008  0.31726187 -0.697949    0.6033109  -0.48405534  0.19269113
  0.63103604 -0.07816226  0.62143236  0.26039338 -0.08707118 -0.09517832
 -0.3846684   0.1535582  -0.5275892   0.00984012 -0.42184457  0.70943964
 -0.21402943 -0.10376446  0.21465805  0.5813876   0.5162726   0.02996911
  0.71099937  0.5568574   0.07623215  0.0282138   0.88483495  0.40647948
  0.2794878  -0.4468448   0.10609371 -0.00171858]"
Lindamrgth30,2024-05-05,suka sma moisturizer dari skintific karena sebagus itu ada kandungan ceramidenya yang bikin kulit lebih lembab lembut dan tetap terjaga selalu aku pake rutin tiap hari sebel beraktivitas untuk memperbaiki skin barrier yang rusak bagus banget,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,"['suka', 'sma', 'moisturizer', 'skintific', 'sebagus', 'kandungan', 'ceramidenya', 'bikin', 'kulit', 'lebih', 'lembab', 'lembut', 'tetap', 'terjaga', 'selalu', 'aku', 'pake', 'rutin', 'tiap', 'hari', 'sebel', 'beraktivitas', 'memperbaiki', 'skin', 'barrier', 'rusak', 'bagus', 'banget']",-0.128,Negative,negatif,"[-0.29588175  0.49174458 -0.09543512 -0.04913802  0.16200794 -0.66875124
  0.38558468  1.1049713  -0.45951015 -0.32229587 -0.15365283 -0.7567745
 -0.07533769  0.13097116  0.07756303 -0.29763937  0.28840473 -0.36011475
 -0.05345671 -0.9957925   0.19928761  0.26571247  0.19875464 -0.195748
 -0.06184237  0.0648793  -0.38211536 -0.3157363  -0.44243884  0.12869193
  0.50135505 -0.11644217  0.26387414 -0.48635933 -0.24959485  0.76420885
  0.05718014 -0.3226867  -0.13526957 -0.7771426   0.04546151 -0.43544215
 -0.22839479  0.10411678  0.42023274 -0.04210405 -0.39559278 -0.08808026
  0.277037    0.16317932  0.17057534 -0.49706712  0.2303998   0.09718072
 -0.35527638  0.26290503  0.16744182  0.09423723 -0.49231932  0.2731899
 -0.02251535  0.02196554  0.10195623 -0.09104172 -0.42708847  0.6446765
  0.27956417  0.29785687 -0.64177233  0.55421335 -0.4540579   0.18373385
  0.58766603 -0.07743124  0.5830546   0.23598008 -0.08741593 -0.08858937
 -0.34704667  0.13670589 -0.49112606  0.01351299 -0.3793539   0.6412682
 -0.19741909 -0.08894645  0.20287743  0.53346467  0.47671205  0.0212246
  0.6543547   0.5145895   0.05913631  0.01729179  0.82541114  0.37299246
  0.2585478  -0.42045408  0.10111966  0.00865116]"
Zahra17,2024-05-05,my holy grail moisturizer pertama kali beli thun  pas lg jerawatan parah dn gk kunjung sembuh pdhl bentar lg wisuda wktu itu harganya masih ribuan dn spatulany msh gede bgt skrang udh ribuan trus spatulany udh kecil dn bisa masuk di jarnya teksturny ringan bgt dan gampang nyerap meredakan kemerahan dn bagus bgt buat dipake sehabis eksfoliasi aku dlu sering bgt coba serum acne sampe bikin kulitku kering kerontang trus kalo ad serum yg gk cocok sllu pake ini sbg penyelamat alhamdulillah sepekan kemudian kulit bakal jd mendingan bgt dn lebih moist produk ini terbilang mahal dn cepet bgt abis makany skrng lg cobacoba moisturizer yg lebih affordable tapi produk ini tetap sllu standby di rak skincareku buat jagajaga klo moisturizer atau skincare lain yg lg kucoba ternyata gk cocok intiny meskipun mahal dn cepet abis aku ttp repuchase kalau punya rezeki lebih aku biasanya beli yg  gram lebih hemat bisa buat  bulan,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,"['my', 'holy', 'grail', 'moisturizer', 'pertama', 'kali', 'beli', 'thun', 'pas', 'lg', 'jerawatan', 'parah', 'dn', 'gk', 'kunjung', 'sembuh', 'pdhl', 'bentar', 'lg', 'wisuda', 'wktu', 'harganya', 'ribuan', 'dn', 'spatulany', 'msh', 'gede', 'bgt', 'skrang', 'udh', 'ribuan', 'trus', 'spatulany', 'udh', 'kecil', 'dn', 'masuk', 'jarnya', 'teksturny', 'ringan', 'bgt', 'gampang', 'nyerap', 'meredakan', 'kemerahan', 'dn', 'bagus', 'bgt', 'buat', 'dipake', 'sehabis', 'eksfoliasi', 'aku', 'dlu', 'sering', 'bgt', 'coba', 'serum', 'acne', 'sampe', 'bikin', 'kulitku', 'kering', 'kerontang', 'trus', 'kalo', 'ad', 'serum', 'yg', 'gk', 'cocok', 'sllu', 'pake', 'sbg', 'penyelamat', 'alhamdulillah', 'sepekan', 'kemudian', 'kulit', 'bakal', 'jd', 'mendingan', 'bgt', 'dn', 'lebih', 'moist', 'produk', 'terbilang', 'mahal', 'dn', 'cepet', 'bgt', 'abis', 'makany', 'skrng', 'lg', 'cobacoba', 'moisturizer', 'yg', 'lebih', 'affordable', 'produk', 'tetap', 'sllu', 'standby', 'rak', 'skincareku', 'buat', 'jagajaga', 'klo', 'moisturizer', 'skincare', 'yg', 'lg', 'kucoba', 'ternyata', 'gk', 'cocok', 'intiny', 'meskipun', 'mahal', 'dn', 'cepet', 'abis', 'aku', 'ttp', 'repuchase', 'kalau', 'punya', 'rezeki', 'lebih', 'aku', 'biasanya', 'beli', 'yg', 'gram', 'lebih', 'hemat', 'buat', 'bulan']",0.0,Neutral,netral,"[-0.23560135  0.37669235 -0.07344881 -0.03701902  0.12669219 -0.5372955
  0.29566807  0.9043479  -0.3715518  -0.26310277 -0.12833047 -0.60323775
 -0.06654964  0.10925269  0.05581805 -0.24382193  0.23077594 -0.3063157
 -0.03370024 -0.8035566   0.16642305  0.20776463  0.15499885 -0.15287624
 -0.06391086  0.04144042 -0.30118948 -0.24441384 -0.37142962  0.11025823
  0.39484286 -0.08333842  0.20720775 -0.38158992 -0.20915985  0.6071662
  0.04380826 -0.26953533 -0.11373206 -0.6277789   0.01722013 -0.33894014
 -0.1780541   0.09389473  0.3425952  -0.04247061 -0.31595564 -0.07366097
  0.23245296  0.14132841  0.13595657 -0.4001727   0.17979255  0.07261766
 -0.2876611   0.19863915  0.12333591  0.07123649 -0.39812288  0.21421552
  0.00332554  0.03333813  0.06394082 -0.07443305 -0.35464174  0.5084421
  0.22954363  0.22761798 -0.50893813  0.4421043  -0.35195747  0.1376893
  0.47018537 -0.06797834  0.46245062  0.20255683 -0.0577065  -0.06537923
 -0.29079708  0.10980872 -0.36850932  0.00647918 -0.31611237  0.5272371
 -0.14810623 -0.07131269  0.153204    0.45177406  0.3843595   0.01685267
  0.5398114   0.4103896   0.05519904  0.03355978  0.6585309   0.31425965
  0.20417887 -0.35276932  0.0896462   0.00562755]"
salsa_munika,2024-05-05,ini moisturaizer sangat bagus dan mencerahkan tetapi butuh beberapa jar untul hasil yang memuaskan aku sudab pakai hampir  jar itu hasil bright real pokonya sangat rekomendasi bagus juga buat skinbarrier yang rusak harganya sangat terjangkau dan sangat worth it to buy,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,"['moisturaizer', 'sangat', 'bagus', 'mencerahkan', 'butuh', 'beberapa', 'jar', 'untul', 'hasil', 'memuaskan', 'aku', 'sudab', 'pakai', 'hampir', 'jar', 'hasil', 'bright', 'real', 'pokonya', 'sangat', 'rekomendasi', 'bagus', 'buat', 'skinbarrier', 'rusak', 'harganya', 'sangat', 'terjangkau', 'sangat', 'worth', 'it', 'to', 'buy']",0.5859,Positive,positif,"[-2.6070133e-01  4.2569959e-01 -7.3857538e-02 -3.8316470e-02
  1.4951903e-01 -6.1130500e-01  3.2552877e-01  1.0175924e+00
 -4.1077265e-01 -2.9915348e-01 -1.4662500e-01 -6.8983752e-01
 -7.5602017e-02  1.2535506e-01  5.9909016e-02 -2.7182490e-01
  2.4888931e-01 -3.3460596e-01 -3.2078546e-02 -8.9446878e-01
  1.7767100e-01  2.3267542e-01  1.7470494e-01 -1.7181680e-01
 -7.2781049e-02  6.9563039e-02 -3.4381402e-01 -2.7695864e-01
 -4.2303801e-01  1.1705851e-01  4.5241430e-01 -9.9861033e-02
  2.3517099e-01 -4.2574027e-01 -2.3940279e-01  6.9532180e-01
  5.8782671e-02 -3.1428215e-01 -1.3562176e-01 -7.2662848e-01
  1.9589052e-02 -3.9750248e-01 -2.1035416e-01  9.4796754e-02
  3.9106131e-01 -3.9538220e-02 -3.6126971e-01 -7.6996937e-02
  2.7330518e-01  1.6136627e-01  1.4947894e-01 -4.5993885e-01
  2.1158165e-01  7.2437964e-02 -3.2900327e-01  2.3002009e-01
  1.3947581e-01  6.9136627e-02 -4.6047789e-01  2.3522243e-01
 -8.8812382e-04  3.6549844e-02  8.7179758e-02 -8.7890580e-02
 -4.0437832e-01  5.7965904e-01  2.6657054e-01  2.6154384e-01
 -5.8548665e-01  5.1597494e-01 -3.9934766e-01  1.5598674e-01
  5.2926677e-01 -6.8570726e-02  5.3016710e-01  2.2952600e-01
 -6.6771954e-02 -7.4898429e-02 -3.2937452e-01  1.1466640e-01
 -4.2489946e-01  1.2245184e-02 -3.6472121e-01  6.0204649e-01
 -1.8468659e-01 -9.3211517e-02  1.8113071e-01  5.0649387e-01
  4.3536857e-01  1.9444883e-02  6.1825407e-01  4.7183594e-01
  7.2987318e-02  4.2091075e-02  7.5342649e-01  3.6533430e-01
  2.2933723e-01 -4.0201870e-01  9.5795095e-02  6.3536796e-03]"
rereorre_9,2024-05-05,jujur pas muka aku skin barrier rusam bingung harus pake produk apa dan banyak yang rekomen skintifict pas pertama pake langsung jatuh cinta karena bener bener nyembuhin muka aku yang rusak dari tekstur pun bisa semua jenis kulit nerima karena emang baguss,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,"['jujur', 'pas', 'muka', 'aku', 'skin', 'barrier', 'rusam', 'bingung', 'pake', 'produk', 'apa', 'banyak', 'rekomen', 'skintifict', 'pas', 'pertama', 'pake', 'langsung', 'jatuh', 'cinta', 'bener', 'bener', 'nyembuhin', 'muka', 'aku', 'rusak', 'tekstur', 'semua', 'jenis', 'kulit', 'nerima', 'emang', 'baguss']",-0.128,Negative,negatif,"[-0.30179277  0.49126214 -0.08514506 -0.04311824  0.1623799  -0.70048654
  0.39244202  1.158054   -0.4810025  -0.3441782  -0.16185896 -0.7775499
 -0.08361173  0.13852265  0.076141   -0.30883774  0.29513216 -0.38422522
 -0.0418232  -1.039409    0.21386169  0.27437538  0.20676912 -0.20426565
 -0.07591455  0.06376844 -0.39310616 -0.31170914 -0.4717437   0.13886411
  0.5188367  -0.11242671  0.27162254 -0.48997763 -0.2599689   0.78736943
  0.05664004 -0.35028836 -0.14806913 -0.8108022   0.03146892 -0.4392638
 -0.24209541  0.11361682  0.44094855 -0.05107518 -0.4033023  -0.09729844
  0.29816088  0.18075742  0.17296514 -0.51156694  0.22682561  0.09457716
 -0.36038157  0.26613715  0.1660606   0.09567538 -0.5086289   0.27255917
 -0.01788888  0.03395036  0.09711885 -0.09571373 -0.4598009   0.66926306
  0.28559646  0.29134545 -0.6674976   0.5810684  -0.46341288  0.18298045
  0.6090208  -0.08072365  0.5970261   0.25255176 -0.08155628 -0.09499098
 -0.3748746   0.14605817 -0.4933575   0.01136295 -0.40074027  0.6830564
 -0.20065504 -0.08724993  0.20346561  0.56896645  0.49956962  0.01824671
  0.6829729   0.5237642   0.06878753  0.03467164  0.8513025   0.39185828
  0.26368734 -0.4455109   0.10996325  0.00965252]"
mileniummutiara,2024-05-05,teksturnya mudah meresap baunya enak efeknya cepat bikin kulit jadi mendingan yang tadinya banyak bagian kulit yang merahmerah sering pake ini tiap malem harganya juga lumayan kalau beli bundling kalo beli persatuan cukup mahal,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['teksturnya', 'mudah', 'meresap', 'baunya', 'enak', 'efeknya', 'cepat', 'bikin', 'kulit', 'jadi', 'mendingan', 'tadinya', 'banyak', 'bagian', 'kulit', 'merahmerah', 'sering', 'pake', 'tiap', 'malem', 'harganya', 'lumayan', 'kalau', 'beli', 'bundling', 'kalo', 'beli', 'persatuan', 'cukup', 'mahal']",0.0,Neutral,netral,"[-0.2983879   0.4949979  -0.12042188 -0.05789347  0.16527948 -0.68137634
  0.3834781   1.155957   -0.47479004 -0.32748947 -0.15964626 -0.7865609
 -0.08722766  0.13395077  0.07996852 -0.32705206  0.30580276 -0.39956456
 -0.06384454 -1.0197378   0.21668479  0.26731092  0.19389114 -0.20204325
 -0.0728896   0.04616579 -0.39197072 -0.33786556 -0.47091576  0.13629176
  0.505347   -0.11313243  0.27459845 -0.5258132  -0.27524856  0.78808385
  0.04666459 -0.3221311  -0.1260083  -0.8152702   0.02837026 -0.46310937
 -0.21540691  0.11937229  0.43534413 -0.05097444 -0.41981044 -0.07488
  0.2814094   0.16997382  0.18868753 -0.52648216  0.24366985  0.09034509
 -0.38456982  0.2716668   0.16676499  0.11591931 -0.5284144   0.28218013
  0.0223673   0.04858809  0.07625037 -0.10577979 -0.43473777  0.64815784
  0.30264008  0.32428914 -0.63607925  0.55555695 -0.462052    0.17802228
  0.6077954  -0.09148832  0.6057854   0.2574676  -0.08924046 -0.07500403
 -0.34866363  0.14787604 -0.47587383  0.00405608 -0.42250112  0.6610813
 -0.1836397  -0.10878624  0.19324511  0.5733315   0.49247736  0.04189581
  0.70171434  0.5546903   0.08259626  0.03070214  0.84916013  0.4028841
  0.2647967  -0.4428611   0.10896397 -0.01698545]"
